donor,condition,cell_id,state,x_um,y_um,radial_offset_um,rna_epithelial,rna_stromal,rna_boundary,atac,protein,invariant
D02,C,D02-C-0340,Immune-like,1275.826,444.188,-3.903,0.57057,0.38833,1.92057,1.33436,1.4464,1.34653
D02,C,D02-C-0341,Stromal-like,556.917,375.471,-52.675,0.04446,1.84209,0.71588,0.02,0.53899,0.64939
D02,C,D02-C-0342,Stromal-like,1378.395,652.761,91.611,0.24785,1.37246,0.59216,0.80046,0.7689,0.95413
D02,C,D02-C-0343,Stromal-like,1120.387,781.595,54.932,0.31127,2.04003,1.23793,0.76748,1.02708,0.81667
D02,C,D02-C-0344,Stromal-like,999.001,141.684,125.804,0.45657,1.70073,0.9555,0.66211,0.51287,0.97582
D02,C,D02-C-0345,Immune-like,522.319,656.98,-25.233,0.35375,0.09182,1.74991,1.3055,0.92455,0.93089
D02,C,D02-C-0346,Epithelial-like,1000.217,334.855,-80.951,1.83379,0.20739,0.91134,0.75259,0.51718,1.73616
D02,C,D02-C-0347,Epithelial-like,754.775,627.214,-156.69,1.86971,0.56022,0.38821,0.54835,0.8525,0.41523
D02,C,D02-C-0348,Stromal-like,1203.44,742.032,52.948,0.02,1.86915,0.96189,0.73314,0.57484,0.85279
D02,C,D02-C-0349,Stromal-like,531.076,166.034,142.768,0.22525,1.73023,0.94589,0.78764,0.77293,1.10229
D02,C,D02-C-0350,Epithelial-like,225.197,656.912,154.358,1.77444,0.28923,0.56412,0.45273,0.13111,1.24768
D02,C,D02-C-0351,Epithelial-like,1230.951,374.088,-1.791,1.61006,0.21767,1.34487,0.93163,0.95336,0.51728
D02,C,D02-C-0352,Epithelial-like,776.478,345.587,-111.499,1.41465,0.4779,0.6114,0.71576,0.34347,0.93786
D02,C,D02-C-0353,Epithelial-like,705.595,316.029,-63.405,1.57124,0.14262,1.10031,0.93724,1.07461,1.47729
D02,C,D02-C-0354,Stromal-like,455.871,226.479,115.328,0.28442,1.83563,0.79635,0.81403,0.52154,0.75853
D02,C,D02-C-0355,Immune-like,802.042,784.547,8.71,0.1273,0.44082,1.7027,0.92458,0.93805,0.79102
D02,C,D02-C-0356,Stromal-like,188.173,743.799,220.427,0.62025,1.41265,0.45652,0.60845,0.55138,0.96198
D02,C,D02-C-0357,Immune-like,1045.5,804.01,54.937,0.43886,0.20786,2.04122,1.40367,1.20054,1.32924
D02,C,D02-C-0358,Stromal-like,557.566,127.4,173.692,0.32305,1.62585,0.88867,0.74841,0.63137,1.21165
D02,C,D02-C-0359,Stromal-like,721.192,78.267,193.475,0.35343,2.02787,0.32659,0.18893,0.45148,1.39595
D02,C,D02-C-0360,Immune-like,338.453,817.683,189.985,0.57511,0.12596,0.96372,0.92619,0.75422,1.16541
D02,C,D02-C-0361,Stromal-like,759.843,835.489,69.993,0.02,1.74783,1.36129,1.04333,0.73573,0.49541
D02,C,D02-C-0362,Epithelial-like,709.473,777.728,14.098,1.44869,0.0372,1.21073,0.99712,0.55966,1.01622
D02,C,D02-C-0363,Immune-like,1021.602,245.08,18.176,0.02,0.64883,1.91715,1.01388,1.02734,1.10401
D02,C,D02-C-0364,Epithelial-like,923.762,662.465,-124.528,1.65146,0.34575,1.12322,0.85647,0.5496,0.58826
D02,C,D02-C-0365,Stromal-like,221.028,396.57,144.673,0.10446,1.58902,0.54356,0.37601,0.42111,0.78092
D02,C,D02-C-0366,Epithelial-like,1103.31,547.483,-126.348,1.66211,0.04937,0.82527,0.63903,0.87865,1.06062
D02,C,D02-C-0367,Stromal-like,1225.085,339.29,16.921,0.52863,1.72993,0.95723,0.62236,0.87944,1.21414
D02,C,D02-C-0368,Stromal-like,888.922,245.071,-2.766,0.25907,1.53321,0.95378,0.86271,0.68386,0.84366
D02,C,D02-C-0369,Epithelial-like,566.358,520.2,-110.379,1.68511,0.29716,0.36316,0.02,0.29717,0.53704
D02,C,D02-C-0370,Epithelial-like,713.004,446.466,-186.606,1.3426,0.1819,0.70984,0.68741,0.9086,1.27582
D02,C,D02-C-0371,Epithelial-like,566.939,491.51,-109.987,1.89046,0.24057,0.47167,0.64656,0.39599,1.38043
D02,C,D02-C-0372,Epithelial-like,1358.814,495.429,43.896,1.95449,0.70892,1.14775,1.11365,0.84138,0.67215
D02,C,D02-C-0373,Stromal-like,622.728,169.57,111.997,0.52329,1.52935,0.73061,0.5051,0.67454,1.29346
D02,C,D02-C-0374,Epithelial-like,1199.252,699.498,16.86,1.80313,0.61353,0.91038,0.5415,0.46189,0.50971
D02,C,D02-C-0375,Epithelial-like,1144.837,615.17,-70.343,1.87732,0.43273,0.78169,0.9172,0.46409,0.99344
D02,C,D02-C-0376,Immune-like,1137.133,746.49,28.014,0.59776,0.02,1.52396,1.18562,1.32721,0.99544
D02,C,D02-C-0377,Epithelial-like,664.322,699.687,-54.726,1.57406,0.02,0.98461,0.80176,0.6949,0.95493
D02,C,D02-C-0378,Stromal-like,579.244,870.801,144.992,0.1093,1.72111,1.16686,0.88826,0.8585,0.84271
D02,C,D02-C-0379,Stromal-like,629.076,116.171,167.423,0.2296,2.22135,1.30213,1.05718,0.67135,0.91816
D02,C,D02-C-0380,Epithelial-like,1051.11,507.948,-167.233,1.48799,0.23512,0.60564,0.5876,0.71764,0.74031
D02,C,D02-C-0381,Stromal-like,600.387,255.475,30.985,0.39585,2.14357,1.0701,0.99026,0.99649,0.8525
D02,C,D02-C-0382,Epithelial-like,492.345,382.224,-20.231,1.52945,0.02,1.16208,0.93229,0.46262,1.09195
D02,C,D02-C-0383,Immune-like,1228.932,651.054,0.049,0.02,0.42179,1.69163,1.23702,0.92106,0.65603
D02,C,D02-C-0384,Immune-like,429.559,224.961,128.411,0.16602,0.37751,1.10983,0.83797,0.61406,0.94183
D02,C,D02-C-0385,Immune-like,1528.702,429.452,168.79,0.02,0.22174,0.46147,0.16006,0.41292,1.32145
D02,C,D02-C-0386,Immune-like,1354.085,546.299,42.719,0.02,0.09696,1.71421,1.04202,1.11566,1.32058
D02,C,D02-C-0387,Immune-like,350.964,448.487,43.88,0.47115,0.02,1.04991,1.24065,0.90249,0.7366
D02,C,D02-C-0388,Epithelial-like,708.391,470.079,-197.923,2.09445,0.19157,0.42352,0.57957,0.59772,1.04569
D02,C,D02-C-0389,Stromal-like,276.726,501.794,87.764,0.09375,1.74579,1.12355,0.94655,0.85309,0.80522
D02,C,D02-C-0390,Immune-like,1093.455,310.832,-23.878,0.43171,0.16985,1.58769,1.23763,1.35993,0.55435
D02,C,D02-C-0391,Stromal-like,1083.279,69.387,220.573,0.32315,2.03483,1.06187,0.73739,0.92528,0.82163
D02,C,D02-C-0392,Stromal-like,1553.917,525.188,177.444,0.44612,2.04739,0.98946,0.499,0.75467,0.81829
D02,C,D02-C-0393,Stromal-like,1285.255,218.216,140.888,0.40529,2.20723,0.89931,0.39408,0.62072,0.90716
D02,C,D02-C-0394,Immune-like,1330.336,690.002,82.4,0.50291,0.28491,1.70706,1.36964,1.03419,0.36033
D02,C,D02-C-0395,Epithelial-like,1143.511,616.975,-70.069,1.95527,0.28161,1.09322,0.84395,0.79875,0.90539
D02,C,D02-C-0396,Immune-like,1202.704,413.316,-39.612,0.03967,0.38302,1.42825,1.2109,1.13774,1.13774
D02,C,D02-C-0397,Stromal-like,483.574,314.424,30.235,0.40216,1.82066,1.05972,1.12504,0.41485,0.95372
D02,C,D02-C-0398,Stromal-like,468.435,258.952,81.895,0.24075,1.89959,0.87048,0.71351,0.78737,0.64114
D02,C,D02-C-0399,Stromal-like,839.773,166.672,85.209,0.21385,1.85083,1.03941,0.59629,0.66573,1.29718
D02,C,D02-C-0400,Epithelial-like,1013.941,538.7,-188.071,1.75432,0.02,0.09625,0.22315,0.02,1.38375
D02,C,D02-C-0401,Stromal-like,593.014,168.841,120.769,0.24587,1.58078,0.84265,0.46804,0.83375,0.96342
D02,C,D02-C-0402,Stromal-like,793.932,153.583,101.836,0.14301,1.81603,0.18044,0.15311,0.49989,0.93907
D02,C,D02-C-0403,Epithelial-like,552.017,652.909,-44.177,1.89044,0.41853,1.28309,1.1614,0.76196,0.83921
D02,C,D02-C-0404,Epithelial-like,1083.292,593.86,-118.952,1.54961,0.24617,0.53848,0.87106,0.52755,1.23339
D02,C,D02-C-0405,Stromal-like,573.441,154.859,140.814,0.23183,1.58996,0.54994,0.57464,0.4593,0.57879
D02,C,D02-C-0406,Stromal-like,193.53,446.271,150.432,0.28805,1.94068,0.49676,0.41455,0.46208,1.10637
D02,C,D02-C-0407,Epithelial-like,899.316,447.638,-226.495,1.84955,0.17658,0.29125,0.34808,0.5222,1.22644
D02,C,D02-C-0408,Stromal-like,597.584,318.507,-27.075,0.08051,1.74631,0.98884,0.50605,0.6243,1.3468
D02,C,D02-C-0409,Stromal-like,728.412,90.5,178.925,0.19367,1.79762,0.90371,0.4811,0.65775,1.00917
D02,C,D02-C-0410,Stromal-like,743.331,205.9,48.207,0.47577,1.56558,1.06981,0.56398,0.80011,0.70698
D02,C,D02-C-0411,Epithelial-like,1076.988,415.47,-116.028,1.51813,0.25158,0.47195,0.5965,0.43625,1.72771
D02,C,D02-C-0412,Immune-like,584.82,759.309,31.529,0.27433,0.11559,1.98952,1.15955,1.31788,0.53521
D02,C,D02-C-0413,Immune-like,1109.28,301.767,-9.144,1.03702,0.49382,1.35763,1.29814,0.83964,0.92842
D02,C,D02-C-0414,Immune-like,638.752,125.709,155.041,0.22906,0.20444,1.0354,0.75388,0.73152,1.23399
D02,C,D02-C-0415,Stromal-like,729.338,83.203,186.987,0.02,1.53356,0.82359,1.05555,0.93472,0.9966
D02,C,D02-C-0416,Immune-like,767.67,749.503,-27.057,0.44338,0.57817,1.24968,0.71766,0.73427,0.65661
D02,C,D02-C-0417,Stromal-like,1496.44,408.336,152.59,0.05403,1.61038,0.79382,0.70031,0.48531,1.2761
D02,C,D02-C-0418,Stromal-like,219.252,498.22,127.226,0.41323,1.552,0.26682,0.41385,0.31479,1.03268
D02,C,D02-C-0419,Stromal-like,480.219,234.906,97.332,0.58,2.00087,1.02863,0.31584,0.96882,0.90127
D02,C,D02-C-0420,Stromal-like,1030.435,903.352,158.761,0.44025,1.99548,0.77068,0.62193,0.36966,1.15891
D02,C,D02-C-0421,Immune-like,1186.513,769.664,69.423,0.31631,0.32398,1.26871,0.93638,0.67688,0.95033
D02,C,D02-C-0422,Epithelial-like,616.017,418.976,-114.257,1.71667,0.4452,0.6664,0.6147,0.39288,0.93588
D02,C,D02-C-0423,Immune-like,1230.486,278.765,65.085,0.02308,0.61883,0.92148,0.46744,0.60504,0.7075
D02,C,D02-C-0424,Epithelial-like,723.896,536.888,-213.383,1.7273,0.40529,0.33187,0.43077,0.67097,0.85122
D02,C,D02-C-0425,Stromal-like,984.597,176.261,85.293,0.18956,1.46592,0.89117,1.09597,0.71521,0.9904
D02,C,D02-C-0426,Immune-like,1348.197,440.747,45.188,0.10227,0.13586,1.89386,1.55242,1.61142,1.37627
D02,C,D02-C-0427,Stromal-like,1121.381,888.724,163.793,0.05247,1.72204,0.58008,0.35441,0.46931,0.95635
D02,C,D02-C-0428,Epithelial-like,819.456,318.875,-86.808,1.80315,0.29164,0.91446,0.94237,0.79223,1.23013
D02,C,D02-C-0429,Immune-like,1244.475,698.135,39.54,0.25338,0.26105,1.91507,1.47505,1.24089,1.03226
D02,C,D02-C-0430,Stromal-like,546.506,747.077,35.28,0.35467,1.8804,1.11268,0.69554,0.97293,0.87702
D02,C,D02-C-0431,Immune-like,1154.605,359.77,-35.423,0.29533,0.3233,1.50934,1.24314,1.11601,0.77647
D02,C,D02-C-0432,Epithelial-like,1206.245,482.168,-58.955,1.78778,0.32082,0.2204,0.44312,0.21347,0.76066
D02,C,D02-C-0433,Immune-like,1166.976,307.802,11.117,0.02,0.03623,1.57415,1.51985,0.88862,0.93992
D02,C,D02-C-0434,Immune-like,369.784,524.378,24.321,0.02,0.55961,1.52726,1.13369,0.91798,0.45775
D02,C,D02-C-0435,Epithelial-like,439.676,442.503,-13.678,2.03061,0.31341,1.22921,1.18792,0.98151,0.95807
D02,C,D02-C-0436,Stromal-like,253.982,708.673,161.5,0.41462,2.1688,0.71142,0.2078,0.96831,1.07292
D02,C,D02-C-0437,Stromal-like,430.542,195.144,153.863,0.07862,1.64822,1.14054,1.07142,0.8965,1.07428
D02,C,D02-C-0438,Stromal-like,1172.447,700.637,4.364,0.10444,1.09417,1.44473,1.03447,0.79784,1.04585
D02,C,D02-C-0439,Immune-like,1579.188,664.645,224.459,0.21716,0.4314,1.23265,0.9746,0.94663,1.20808
D02,C,D02-C-0440,Immune-like,917.91,509.556,-258.484,0.02,0.21294,1.3481,0.91329,1.11628,0.91462
D02,C,D02-C-0441,Epithelial-like,515.301,534.056,-74.13,2.2841,0.14056,0.74704,0.5374,0.43675,1.32136
D02,C,D02-C-0442,Epithelial-like,921.995,364.087,-132.012,1.42056,0.223,0.62466,0.50544,0.75719,1.37224
D02,C,D02-C-0443,Stromal-like,868.287,899.151,137.394,0.17729,1.81054,1.0021,1.18996,0.9597,1.10674
D02,C,D02-C-0444,Stromal-like,1148.082,168.726,133.271,0.25995,1.62493,0.50926,0.63084,0.65911,1.16837
D02,C,D02-C-0445,Epithelial-like,1193.642,745.927,51.759,1.83405,0.02,1.03581,0.78901,0.78891,1.16111
D02,C,D02-C-0446,Epithelial-like,485.013,666.398,1.727,1.74811,0.44604,1.31816,1.17476,0.92827,1.02162
D02,C,D02-C-0447,Immune-like,815.337,753.012,-27.832,0.66525,0.52203,1.56798,1.17686,1.29512,1.22922
D02,C,D02-C-0448,Epithelial-like,874.15,436.423,-219.769,1.75941,0.4409,0.98774,0.89158,0.63045,1.11962
D02,C,D02-C-0449,Stromal-like,1380.138,416.488,73.338,0.21073,1.67141,1.24833,1.21497,0.85641,0.74148
D02,C,D02-C-0450,Epithelial-like,672.78,391.09,-123.361,1.81353,0.50121,0.6244,0.34476,0.32995,0.61312
D02,C,D02-C-0451,Stromal-like,248.299,557.417,110.631,0.27569,1.38885,1.34248,1.34415,0.85061,0.743
D02,C,D02-C-0452,Stromal-like,551.839,694.454,-12.356,0.16419,1.37916,1.17863,1.0477,0.94247,1.11085
D02,C,D02-C-0453,Immune-like,1565.041,455.616,188.638,0.33395,0.02,0.88623,0.83605,0.4477,1.01385
D02,C,D02-C-0454,Stromal-like,315.98,432.877,71.12,0.55044,1.50148,0.91717,0.37149,0.76629,0.84405
D02,C,D02-C-0455,Stromal-like,234.88,396.29,135.685,0.28345,1.56673,0.64793,0.3889,0.57651,1.00894
D02,C,D02-C-0456,Epithelial-like,543.835,399.274,-60.445,2.34908,0.27716,0.98565,0.58284,0.79501,1.37407
D02,C,D02-C-0457,Stromal-like,1103.646,104.363,187.603,0.02,1.91057,0.28802,0.50995,0.31233,0.97933
D02,C,D02-C-0458,Epithelial-like,956.327,744.014,-29.283,1.65346,0.02,0.87442,0.85785,0.56974,0.52821
D02,C,D02-C-0459,Epithelial-like,1013.71,357.035,-98.147,1.8351,0.2272,0.89373,0.71519,0.94168,0.8436
D02,C,D02-C-0460,Epithelial-like,897.411,394.371,-169.65,1.68092,0.46265,0.30784,0.3631,0.58187,1.01729
D02,C,D02-C-0461,Immune-like,1187.71,670.973,-10.103,0.19258,0.16485,1.35048,0.81985,1.12401,1.03587
D02,C,D02-C-0462,Stromal-like,1404.833,663.22,113.011,0.41502,2.08032,0.48401,0.32006,0.60322,0.84966
D02,C,D02-C-0463,Stromal-like,500.615,872.329,171.23,0.23543,1.88515,0.68508,0.6004,0.75067,1.11394
D02,C,D02-C-0464,Epithelial-like,717.969,687.243,-84.217,1.94309,0.34378,0.9258,0.87749,0.69479,1.0423
D02,C,D02-C-0465,Epithelial-like,814.384,563.267,-239.739,1.93195,0.23431,0.32347,0.26667,0.1196,1.06373
D02,C,D02-C-0466,Stromal-like,713.358,139.499,126.301,0.0375,1.69235,1.02024,0.36999,0.95301,1.10961
D02,C,D02-C-0467,Immune-like,419.864,334.522,50.753,0.02,0.15483,1.05228,0.92731,0.94216,0.83278
D02,C,D02-C-0468,Stromal-like,995.919,273.286,-18.04,0.36155,1.66152,1.12045,0.69304,0.9435,0.87823
D02,C,D02-C-0469,Stromal-like,1056.129,894.984,154.7,0.44947,1.59874,0.57638,0.8274,0.56078,1.47082
D02,C,D02-C-0470,Stromal-like,538.803,334.942,-13.444,0.02,1.62723,1.62462,1.28888,1.14857,0.6615
D02,C,D02-C-0471,Immune-like,986.744,197.061,62.739,0.19184,0.02,1.25832,0.82583,1.01664,0.67042
D02,C,D02-C-0472,Epithelial-like,752.042,533.068,-232.966,1.61084,0.21927,0.35404,0.53678,0.78422,0.71062
D02,C,D02-C-0473,Stromal-like,204.076,404.859,153.263,0.21767,1.82912,1.18905,0.78569,0.73041,1.32206
D02,C,D02-C-0474,Immune-like,730.988,245.417,6.517,0.02,0.68341,1.57586,0.96784,1.27949,0.6119
D02,C,D02-C-0475,Stromal-like,1359.379,288.279,125.355,0.19981,1.55763,0.50245,0.43689,0.15185,0.80472
D02,C,D02-C-0476,Immune-like,1561.585,441.113,188.634,0.02,0.7532,0.88172,0.5979,0.77303,0.08284
D02,C,D02-C-0477,Immune-like,856.452,298.777,-64.933,0.079,0.24513,1.08936,0.74687,0.56577,0.78517
D02,C,D02-C-0478,Epithelial-like,440.021,358.182,24.57,1.92182,0.45611,1.11767,0.79326,0.622,0.63575
D02,C,D02-C-0479,Epithelial-like,498.723,519.792,-64.142,1.5196,0.10303,1.39956,0.97026,1.47604,1.17889
D02,C,D02-C-0480,Epithelial-like,1012.612,396.333,-134.444,1.96954,0.25464,0.85272,0.93783,0.59068,1.30308
D02,C,D02-C-0481,Epithelial-like,1008.265,388.515,-129.476,1.9374,0.02,0.71578,0.56768,0.70534,1.5897
D02,C,D02-C-0482,Stromal-like,1445.415,359.328,137.303,0.06948,1.53323,0.83001,0.44602,1.02079,1.35948
D02,C,D02-C-0483,Stromal-like,775.132,176.067,77.919,0.11058,1.99788,0.72132,0.77253,0.59663,1.00259
D02,C,D02-C-0484,Epithelial-like,968.131,307.746,-61.34,1.71717,0.2885,0.69902,0.53045,0.56086,0.74373
D02,C,D02-C-0485,Stromal-like,176.305,747.089,229.33,0.38584,1.77616,0.37213,0.44571,0.41355,1.13392
D02,C,D02-C-0486,Immune-like,569.117,831.189,107.587,0.30356,0.02,1.27971,0.73933,0.90915,0.95527
D02,C,D02-C-0487,Stromal-like,1343.405,366.165,70.399,0.3614,2.03434,0.77313,0.53795,0.80028,0.63854
D02,C,D02-C-0488,Epithelial-like,769.388,697.999,-84.345,1.83266,0.17158,0.65894,0.58234,0.42149,0.74393
D02,C,D02-C-0489,Stromal-like,822.032,188.474,60.872,0.07593,1.59051,0.80483,0.59232,0.41672,1.01016
D02,C,D02-C-0490,Immune-like,840.993,387.649,-165.828,0.17529,0.38099,1.04599,0.4345,0.51566,1.01466
D02,C,D02-C-0491,Immune-like,1259.081,318.381,49.855,0.41207,0.35069,1.78173,0.95429,1.16701,1.01114
D02,C,D02-C-0492,Stromal-like,385.21,792.865,147.403,0.12077,1.89009,0.47385,0.62142,0.36534,0.86641
D02,C,D02-C-0493,Stromal-like,1392.704,465.259,70.176,0.03386,1.82467,1.38217,0.70274,0.7216,0.99885
D02,C,D02-C-0494,Stromal-like,292.522,749.402,163.836,0.34502,1.50223,0.53733,0.44125,0.48509,1.39639
D02,C,D02-C-0495,Epithelial-like,836.128,562.655,-244.415,1.56128,0.5244,0.36823,0.53403,0.1802,0.90822
D02,C,D02-C-0496,Epithelial-like,601.924,505.31,-135.002,1.7399,0.68821,0.85571,0.68569,0.47905,0.82397
D02,C,D02-C-0497,Stromal-like,953.979,752.858,-19.984,0.3734,1.89173,1.14548,1.15869,0.66298,0.95665
D02,C,D02-C-0498,Stromal-like,1087.267,549.231,-136.484,0.02149,1.88514,0.55787,0.57042,0.76982,1.15964
D02,C,D02-C-0499,Epithelial-like,1118.862,445.646,-106.859,1.96333,0.44514,1.04612,0.63621,1.03554,0.72591
D02,C,D02-C-0500,Stromal-like,786.047,52.313,216.94,0.10983,2.18735,0.66233,0.27212,0.37466,0.49931
D02,C,D02-C-0501,Stromal-like,266.664,272.312,177.277,0.58005,1.72816,0.41126,0.3934,0.56199,0.78847
D02,C,D02-C-0502,Stromal-like,874.479,802.402,27.697,0.22577,2.00831,1.53339,0.96433,1.18329,0.6532
D02,C,D02-C-0503,Immune-like,554.429,731.195,17.747,0.09654,0.18031,1.38731,1.04791,1.06043,0.98597
D02,C,D02-C-0504,Stromal-like,941.548,84.542,182.524,0.50786,1.91509,0.37965,0.65492,0.84745,0.90517
D02,C,D02-C-0505,Epithelial-like,1333.042,447.919,33.289,1.82634,0.4146,1.01787,0.88216,1.1006,1.1899
D02,C,D02-C-0506,Epithelial-like,785.934,461.988,-234.984,1.60209,0.20298,0.38049,0.50638,0.42885,1.09594
D02,C,D02-C-0507,Immune-like,489.166,164.723,158.711,0.57929,0.3519,0.88981,0.69867,0.76199,1.29315
D02,C,D02-C-0508,Epithelial-like,796.742,378.559,-151.246,1.94535,0.33732,0.9142,0.52168,0.45405,1.2999
D02,C,D02-C-0509,Epithelial-like,801.925,357.305,-128.386,1.7069,0.17765,0.57947,0.66577,0.60044,1.31821
D02,C,D02-C-0510,Stromal-like,234.688,707.5,172.479,0.10495,1.92408,0.5752,0.85786,0.91514,1.0186
D02,C,D02-C-0511,Epithelial-like,866.609,666.208,-127.127,1.644,0.46358,0.54602,0.97129,0.584,0.59668
D02,C,D02-C-0512,Stromal-like,1176.126,832.886,124.561,0.29058,1.79103,0.86833,0.73393,0.66174,0.8491
D02,C,D02-C-0513,Stromal-like,1098.361,858.347,125.853,0.02,1.95794,0.59555,0.37939,0.66584,0.88249
D02,C,D02-C-0514,Immune-like,1259.132,303.856,60.243,0.02,0.2088,1.29616,0.63858,0.69193,1.42832
D02,C,D02-C-0515,Epithelial-like,226.474,543.55,123.771,1.49098,0.50228,0.90535,0.8354,0.548,1.25965
D02,C,D02-C-0516,Epithelial-like,870.28,423.482,-205.708,1.91996,0.4634,0.71262,0.39591,0.68919,0.99615
D02,C,D02-C-0517,Epithelial-like,1174.934,483.061,-80.347,1.39432,0.26502,0.81056,0.43443,0.84068,0.95828
D02,C,D02-C-0518,Stromal-like,1165.813,184.835,123.165,0.02,1.81366,0.64432,0.80648,0.05589,1.0424
D02,C,D02-C-0519,Stromal-like,286.232,572.125,87.543,0.06854,2.16513,0.88347,0.63997,0.76809,0.96806
D02,C,D02-C-0520,Stromal-like,1415.564,586.53,92.015,0.02,1.92726,1.4772,0.99126,0.93332,1.27052
D02,C,D02-C-0521,Stromal-like,929.806,138.812,120.332,0.1978,1.56405,1.08268,1.16758,0.68023,1.12891
D02,C,D02-C-0522,Stromal-like,769.716,834.886,68.262,0.34525,1.64164,0.81064,0.70895,0.74942,1.32803
D02,C,D02-C-0523,Stromal-like,303.831,395.632,91.021,0.13358,1.87712,0.36352,0.4829,0.44173,1.10283
D02,C,D02-C-0524,Stromal-like,1068.49,665.304,-73.611,0.42852,1.74453,0.546,0.63761,0.48497,1.0693
D02,C,D02-C-0525,Stromal-like,1579.584,459.503,197.999,0.39622,1.74303,1.16738,1.09224,1.0182,1.19127
D02,C,D02-C-0526,Immune-like,860.209,770.316,-9.104,0.02,0.52723,1.47622,1.09757,0.90036,0.88688
D02,C,D02-C-0527,Epithelial-like,671.176,372.381,-106.359,1.74243,0.18859,1.07276,0.7587,0.66028,0.79397
D02,C,D02-C-0528,Stromal-like,628.76,839.813,99.263,0.38537,1.87229,0.71471,1.15155,0.57313,0.88501
D02,C,D02-C-0529,Immune-like,1291.661,699.043,66.024,0.20436,0.02,1.34768,1.03103,0.95525,0.8245
D02,C,D02-C-0530,Stromal-like,976.993,854.855,96.418,0.52018,1.58636,0.68366,0.29541,0.92031,0.92407
D02,C,D02-C-0531,Epithelial-like,1294.936,364.866,41.516,1.95838,0.45911,1.3566,1.18841,0.84421,1.18463
D02,C,D02-C-0532,Immune-like,1280.443,850.163,181.15,0.0271,0.12866,1.11958,0.67177,0.47217,1.09735
D02,C,D02-C-0533,Stromal-like,613.004,829.521,92.725,0.5789,1.91911,0.94777,0.86549,0.47802,0.71449
D02,C,D02-C-0534,Immune-like,974.493,216.221,39.557,0.13394,0.28049,1.65157,1.26378,0.94946,0.39952
D02,C,D02-C-0535,Epithelial-like,1122.647,461.149,-110.179,1.70153,0.08092,0.60765,0.69366,0.72186,1.33268
D02,C,D02-C-0536,Immune-like,840.793,186.864,62.254,0.35353,0.02,0.9712,0.63859,0.3574,0.89737
D02,C,D02-C-0537,Stromal-like,1336.27,263.699,130.049,0.27656,1.72425,1.14669,0.64499,0.73198,1.0009
D02,C,D02-C-0538,Epithelial-like,686.897,108.947,164.235,1.63471,0.21114,0.84477,0.98069,0.41822,1.19899
D02,C,D02-C-0539,Epithelial-like,1331.068,693.942,85.206,2.02356,0.02,0.79126,0.70862,0.77335,0.59901
D02,C,D02-C-0540,Immune-like,1311.24,403.158,33.445,0.54873,0.45423,1.94239,1.31817,0.81999,0.89391
D02,C,D02-C-0541,Epithelial-like,849.069,517.266,-296.719,1.60705,0.02,0.46105,0.17981,0.68533,0.81718
D02,C,D02-C-0542,Immune-like,897.28,103.723,157.813,0.09466,0.02,1.34767,1.15989,0.85537,0.54242
D02,C,D02-C-0543,Epithelial-like,773.128,431.389,-201.307,1.49134,0.46899,0.14905,0.02,0.43882,1.16191
D02,C,D02-C-0544,Epithelial-like,1258.246,400.468,1.072,1.56775,0.03104,1.54581,1.52243,1.23578,0.99002
D02,C,D02-C-0545,Immune-like,1190.366,389.128,-34.418,0.0264,0.08825,1.75758,1.16694,1.38547,1.14367
D02,C,D02-C-0546,Epithelial-like,1346.003,694.433,94.174,1.97665,0.25739,0.88594,0.55841,0.87196,0.89445
D02,C,D02-C-0547,Immune-like,1010.444,750.558,-10.377,0.13619,0.26119,1.38095,0.93988,0.57747,0.71869
D02,C,D02-C-0548,Stromal-like,901.928,262.845,-21.899,0.20299,1.94149,1.10828,0.82789,0.91605,1.49806
D02,C,D02-C-0549,Epithelial-like,517.477,545.37,-73.725,1.87413,0.47434,1.00305,0.88029,0.48083,0.92204
D02,C,D02-C-0550,Immune-like,867.393,185.704,63.71,0.48285,0.02,1.36426,0.88082,1.18485,1.27175
D02,C,D02-C-0551,Epithelial-like,1040.082,568.904,-158.607,1.94065,0.12737,0.30628,0.32907,0.34485,0.64521
D02,C,D02-C-0552,Epithelial-like,780.833,442.316,-214.667,1.61216,0.56819,0.59734,0.47573,0.84259,0.73956
D02,C,D02-C-0553,Stromal-like,360.31,213.122,170.719,0.23482,1.74585,0.71971,0.53016,0.81163,0.99969
D02,C,D02-C-0554,Stromal-like,324.08,611.18,73.124,0.02,1.7898,1.24154,0.96388,0.62947,0.91687
D02,C,D02-C-0555,Epithelial-like,732.561,556.988,-208.453,1.62639,0.37074,0.63194,0.22605,0.27483,0.68656
D02,C,D02-C-0556,Stromal-like,775.913,882.712,121.565,0.15465,1.87346,0.72903,0.22234,0.96305,0.86299
D02,C,D02-C-0557,Stromal-like,1587.841,497.572,200.568,0.40241,1.80641,0.262,0.02,0.47145,1.01629
D02,C,D02-C-0558,Immune-like,505.665,137.566,179.498,0.39312,0.32855,0.98281,1.13807,0.56336,0.89313
D02,C,D02-C-0559,Immune-like,564.28,128.812,170.324,0.61818,0.02,1.80523,1.23277,0.9059,0.83123
D02,C,D02-C-0560,Stromal-like,1149.466,767.305,52.162,0.51155,1.82511,0.53118,0.53866,0.6394,0.88548
D02,C,D02-C-0561,Stromal-like,676.829,193.719,73.476,0.44856,1.82141,0.97213,0.37157,0.38663,0.89916
